Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
01232-07	Heimburg	Wilhelmine	W. Heimburg	f	Auf schwankem Boden			1890		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft22-24, S.692-701, 724-735, 764-768							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Auf_schwankem_Boden							
01232-08	Heimburg	Wilhelmine	W. Heimburg	f	Auf schwankem Boden			1890		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft22-24, S.692-701, 724-735, 764-768							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Auf_schwankem_Boden							
01233-00	Weidrod	Etmar			Finstere Mächte			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft26, S.828, 830-832, 881-891.							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Finstere_Mächte							
01233-01	Weidrod	Etmar			Finstere Mächte			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	828							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Finstere_Mächte							
01233-02	Weidrod	Etmar			Finstere Mächte			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	830-832							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Finstere_Mächte							
01233-03	Weidrod	Etmar			Finstere Mächte			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	881-891.							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Finstere_Mächte							
01233-04	Weidrod	Etmar			Finstere Mächte			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft26, S.828, 830-832, 881-891.							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Finstere_Mächte							
01233-05	Weidrod	Etmar			Finstere Mächte			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft26, S.828, 830-832, 881-891.							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Finstere_Mächte							
01234-00	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE								FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-00	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-01	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	1–8							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-02	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	37–44							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-03	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	69–76							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-04	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	101–109							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-05	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	133–140							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-06	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	166–173							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-07	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	212–219							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-08	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	255–259							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-09	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-10	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-11	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-12	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-13	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-14	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-15	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-16	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01235-17	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1	1	TRUE	Heft1–9, 10–14, S.1–8, 37–44, 69–76, 101–109, 133–140, 166–173, 212–219, 255–259, 277–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-00	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft1–9, 10–14, S.309–316, 343–353, 372–376, 378–382, 404–413, 436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-01	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	309–316							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-02	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	343–353							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-03	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	372–376							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-04	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	378–382							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-05	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	404–413							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-06	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-07	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft1–9, 10–14, S.309–316, 343–353, 372–376, 378–382, 404–413, 436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-08	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft1–9, 10–14, S.309–316, 343–353, 372–376, 378–382, 404–413, 436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-09	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft1–9, 10–14, S.309–316, 343–353, 372–376, 378–382, 404–413, 436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-10	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft1–9, 10–14, S.309–316, 343–353, 372–376, 378–382, 404–413, 436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-11	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft1–9, 10–14, S.309–316, 343–353, 372–376, 378–382, 404–413, 436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01236-12	Bürstenbinder	Elisabeth	E. Werner	f	Flammenzeichen			1890		Roman	R	Die Gartenlaube	Familienblatt	Adolf Kröner	1		TRUE	Heft1–9, 10–14, S.309–316, 343–353, 372–376, 378–382, 404–413, 436–444							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Flammenzeichen							
01237-00	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-01	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-02	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-03	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-04	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-05	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-06	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-07	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-08	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-09	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-10	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-11	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-12	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-13	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-14	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-15	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-16	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-17	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-18	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-19	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-20	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-21	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-22	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-23	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-24	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01237-25	Ortmann	Reinhold			Madonna im Rosenhag			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft7, S.197–204							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Madonna_im_Rosenhag							
01238-00	Arnold	Hans	Babette von Bülow	m	Großes Reinmachen			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft25–26, S.781–786, 821–824, 826							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Großes_Reinmachen							
01238-01	Arnold	Hans	Babette von Bülow	m	Großes Reinmachen			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	781–786							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Großes_Reinmachen							
01238-02	Arnold	Hans	Babette von Bülow	m	Großes Reinmachen			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	821–824							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Großes_Reinmachen							
01238-03	Arnold	Hans	Babette von Bülow	m	Großes Reinmachen			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	826							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Großes_Reinmachen							
01238-04	Arnold	Hans	Babette von Bülow	m	Großes Reinmachen			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft25–26, S.781–786, 821–824, 826							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Großes_Reinmachen							
01239-00	Arnold	Hans	Babette von Bülow	m	Schulschluß und Ferien			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft14, 15, S.449–452, 466–471							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schulschluß_und_Ferien							
01239-01	Arnold	Hans	Babette von Bülow	m	Schulschluß und Ferien			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	449–452							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schulschluß_und_Ferien							
01239-02	Arnold	Hans	Babette von Bülow	m	Schulschluß und Ferien			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	466–471							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schulschluß_und_Ferien							
01239-03	Arnold	Hans	Babette von Bülow	m	Schulschluß und Ferien			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft14, 15, S.449–452, 466–471							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schulschluß_und_Ferien							
01240-00	Bernhard	Marie		f	Sonnenwende			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	Heft19–28, S.581–592, 613–620, 645–654, 677–683, 709–717, 741–748, 773–781, 806–816, 837–844, 869–883,							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Sonnenwende							
01240-01	Bernhard	Marie		f	Sonnenwende			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	581–592							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Sonnenwende							
01240-02	Bernhard	Marie		f	Sonnenwende			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	613–620							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Sonnenwende							
01240-03	Bernhard	Marie		f	Sonnenwende			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	645–654							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Sonnenwende							
01240-04	Bernhard	Marie		f	Sonnenwende			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	677–683							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Sonnenwende							
01240-05	Bernhard	Marie		f	Sonnenwende			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	709–717							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Sonnenwende							
01240-06	Bernhard	Marie		f	Sonnenwende			1890		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner			TRUE	741–748							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Sonnenwende							
